PortName,AlternateName,Country,WaterBody,HarborSize,HarborType,HarborUse,Railway,Latitude,Longitude
Pointe Noire, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,50.166667,-66.483333
Port Cartier, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,50.033333,-66.783333
Matane, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,48.85,-67.533333
Baie Comeau,Baie Du Moulin,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,49.233333,-68.133333
Rimouski, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,48.45,-68.516667
La Baie (Port Alfred),Port Alfred,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,48.333333,-70.883333
Chicoutimi (Port Saguenay),Port Saguenay,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,48.433333,-71.066667
Riviere Du Loup,Fraserville,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,47.833333,-69.516667
Quebec, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,46.816667,-71.216667
Port De Becancour, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,46.4,-72.383333
Trois Rivieres,Three Rivers,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,46.35,-72.55
Sorel, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Large,46.05,-73.116667
Montreal, ,Canada,Lake Ontario; Great Lakes,Large,River (Natural),Unknown,Unknown,45.516667,-73.55
Carillon, ,Canada,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Unknown,45.566667,-74.366667
Masson, ,Canada,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Unknown,45.533333,-75.416667
Ottawa, ,Canada,Lake Ontario; Great Lakes,Small,River (Natural),Unknown,Unknown,45.433333,-75.7
Beauharnois, ,Canada,Lake Ontario; Great Lakes,Very Small,Canal or Lake,Unknown,Unknown,45.316667,-73.883333
Lower Lakes Terminal,Johnstown,Canada,Lake Ontario; Great Lakes,Small,River (Natural),Unknown,Small,44.733333,-75.466667
Rockport, ,Canada,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Small,44.383333,-75.933333
Gananoque, ,Canada,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Unknown,44.333333,-76.166667
Kingston, ,Canada,Lake Ontario; Great Lakes,Very Small,Coastal (Natural),Unknown,Medium,44.233333,-76.5
Cobourg, ,Canada,Lake Ontario; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,43.95,-78.166667
Oshawa, ,Canada,Lake Ontario; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,43.866667,-78.816667
Toronto, ,Canada,Lake Ontario; Great Lakes,Medium,Coastal (Natural),Unknown,Unknown,43.616667,-79.383333
Port Credit, ,Canada,Lake Ontario; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Small,43.55,-79.583333
Clarkson,Clarkson Harbor,Canada,Lake Ontario; Great Lakes,Very Small,Open Roadstead,Unknown,Unknown,43.5,-79.6
Hamilton, ,Canada,Lake Ontario; Great Lakes,Medium,Coastal (Natural),Unknown,Small,43.25,-79.85
Port Weller, ,Canada,Lake Ontario; Great Lakes,Small,River (Tide Gates),Unknown,Unknown,43.233333,-79.216667
St Catherine, ,Canada,Lake Ontario; Great Lakes,Very Small,Canal or Lake,Unknown,Unknown,43.183333,-79.283333
Niagara, ,Canada,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Unknown,43.25,-79.066667
Queenston, ,Canada,Lake Erie; Great Lakes,Very Small,River (Natural),Unknown,Unknown,43.166667,-79.066667
Port Colborne, ,Canada,Lake Erie; Great Lakes,Small,Canal or Lake,Unknown,Unknown,42.883333,-79.25
Port Maitland, ,Canada,Lake Erie; Great Lakes,Small,River (Basins),Unknown,Unknown,42.85,-79.583333
Port Stanley, ,Canada,Lake Erie; Great Lakes,Very Small,River (Natural),Unknown,Small,42.666667,-81.2
Rondeau,Erieau,Canada,Lake Erie; Great Lakes,Small,Coastal (Natural),Unknown,Small,42.266667,-81.9
Leamington, ,Canada,Lake Erie; Great Lakes,Very Small,Open Roadstead,Unknown,Unknown,42.033333,-82.6
Amherstburg, ,Canada,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Unknown,42.1,-83.1
Windsor, ,Canada,Lake Erie; Great Lakes,Medium,River (Natural),Unknown,Unknown,42.316667,-83.033333
Walpole Island, ,Canada,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Unknown,42.616667,-82.516667
Sombra, ,Canada,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Unknown,42.716667,-82.483333
Courtright, ,Canada,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Unknown,42.816667,-82.466667
Sarnia, ,Canada,Lake Saint Clair; Great Lakes,Small,River (Natural),Unknown,Small,42.983333,-82.416667
Point Edward, ,Canada,Lake Huron; Great Lakes,Small,River (Natural),Unknown,Unknown,43,-82.416667
Goderich, ,Canada,Lake Huron; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,43.75,-81.733333
Tobermory, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.266667,-81.666667
Wiarton, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Medium,44.75,-81.133333
Owen Sound, ,Canada,Lake Huron; Great Lakes,Small,River (Natural),Unknown,Small,44.583333,-80.933333
Meaford, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,44.616667,-80.6
Penetanguishene, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Small,44.766667,-79.933333
Midland, ,Canada,Lake Huron; Great Lakes,Small,Coastal (Natural),Unknown,Small,44.75,-79.916667
Tiffin, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,44.75,-79.85
Port Mcnicoll, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Small,44.75,-79.8
Depot Harbour, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.316667,-80.1
Parry Sound, ,Canada,Lake Huron; Great Lakes,Small,Coastal (Natural),Unknown,Medium,45.333333,-80.033333
Key Harbour, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.883333,-80.75
Little Current, ,Canada,Lake Huron; Great Lakes,Small,Coastal (Natural),Unknown,Medium,45.983333,-81.933333
Honora, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.866667,-82.166667
Kagawong, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.916667,-82.25
Gore Bay, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.916667,-82.466667
Meldrum Bay, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.933333,-83.116667
Cockburn, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.95,-83.316667
Thessalon, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,46.25,-83.566667
Hilton,Marksville,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.25,-83.883333
Richards Landing, ,Canada,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.3,-84.033333
Sault Ste Marie, ,Canada,Lake Superior; Great Lakes,Small,River (Natural),Unknown,Unknown,46.516667,-84.35
Goulais Bay, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.733333,-84.5
Batchawana Bay, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.916667,-84.6
Gargantua, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,47.566667,-84.966667
Michipicoten, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,47.966667,-84.9
Quebec Harbour, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,47.7,-85.8
Heron Bay, ,Canada,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,48.65,-86.316667
Thunder Bay,Fort William; Port Arthur,Canada,Lake Superior; Great Lakes,Medium,Coastal (Breakwater),Unknown,Unknown,48.4,-89.233333
Gaspe, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,48.833333,-64.483333
Douglastown, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,48.766667,-64.383333
Dalhousie, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,48.066667,-66.366667
Caraquet, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,47.8,-64.933333
Georgetown, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,River (Natural),Unknown,Small,46.183333,-62.533333
Charlottetown, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,46.233333,-63.133333
Summerside, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,46.4,-63.783333
Pictou, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Large,45.666667,-62.716667
Port Hawkesbury, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,45.616667,-61.366667
Port Hastings, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.65,-61.4
Whycocomagh, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.966667,-61.133333
Grand Narrows, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.95,-60.783333
Little Bras D Or, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,46.25,-60.3
North Sydney, ,Canada,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,46.216667,-60.25
Sydney, ,Canada,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Large,46.15,-60.2
Louisburg, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.916667,-59.966667
Goldsboro, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.183333,-61.65
Stormont, ,Canada,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,45.216667,-61.716667
Halifax, ,Canada,North Atlantic Ocean,Large,Coastal (Natural),Unknown,Large,44.65,-63.583333
Liverpool (Brooklyn),Brooklyn,Canada,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Large,44.033333,-64.65
Digby, ,Canada,Bay of Fundy; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,44.616667,-65.766667
St John, ,Canada,Bay of Fundy; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,45.266667,-66.05
Port Bayside Nb, ,Canada,Bay of Fundy; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,45.15,-67.133333
Steveston, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,49.133333,-123.183333
New Westminster, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Medium,River (Natural),Unknown,Medium,49.2,-122.916667
Fraser Mills, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,49.22414722,-122.8559667
Port Coquitlam, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Natural),Unknown,Medium,49.23333333,-122.7666667
Mission City, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,49.14638889,-122.2586111
Vancouver, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Large,Coastal (Natural),Unknown,Large,49.283333,-123.116667
Squamish, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Natural),Unknown,Medium,49.683333,-123.15
Duncan Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,50.066667,-125.283333
Comox Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,49.666667,-124.916667
Nanoose Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,49.266667,-124.15
Nanaimo, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Small,Coastal (Natural),Unknown,Small,49.166667,-123.933333
Harmac, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,49.133333,-123.85
Chemainus, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.933333,-123.716667
Crofton, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.866667,-123.633333
Cowichan Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.75,-123.616667
Ganges, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,48.85,-123.483333
Lyall Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.8,-123.2
Hope Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.8,-123.283333
Sidney, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,48.65,-123.383333
Bamberton, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.55,-123.516667
Victoria Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Medium,Coastal (Breakwater),Unknown,Medium,48.433333,-123.383333
Esquimalt Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Small,Coastal (Natural),Unknown,Large,48.433333,-123.433333
Port San Juan, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,48.55,-124.433333
Port Alberni, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Small,River (Natural),Unknown,Small,49.233333,-124.816667
Ucluelet, ,Canada,North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,48.95,-125.55
Clayoquot, ,Canada,North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,49.15,-125.916667
Tahsis, ,Canada,North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,49.916667,-126.666667
Port Alice, ,Canada,North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,50.383333,-127.45
Coal Harbor, ,Canada,North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,50.6,-127.583333
Port Hardy, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,50.716667,-127.483333
Sointula, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,50.633333,-127.016667
Alert Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,50.583333,-126.933333
Port Mcneill, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,50.583333,-127.083333
Bella Coola, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,52.366667,-126.8
Bella Bella, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,52.166667,-128.15
Klemtu, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,52.6,-128.516667
Kemano Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,River (Basins),Unknown,Unknown,53.483333,-128.133333
Kitimat, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,54,-128.683333
Porpoise Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,54.216667,-130.283333
Prince Rupert, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Medium,Coastal (Natural),Unknown,Small,54.316667,-130.333333
Port Simpson, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,54.566667,-130.433333
Stewart, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,55.933333,-130
Masset Harbor, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,54.016667,-132.15
Port Clements, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,53.683333,-132.183333
Queen Charlotte, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,53.25,-132.083333
Alliford Bay, ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,53.216667,-131.983333
Police Point, ,Canada,Amundsen Gulf; Northwest Passages; Arctic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,70.183333,-124.75
Pearce Point, ,Canada,Amundsen Gulf; Northwest Passages; Arctic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,69.816667,-122.75
Tysoe Point, ,Canada,Amundsen Gulf; Northwest Passages; Arctic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,69.6,-120.75
Cape Young, ,Canada,Northwest Passages; Arctic Ocean,Very Small,Open Roadstead,Unknown,Unknown,68.933333,-116.933333
Bernard Harbor, ,Canada,Northwest Passages; Arctic Ocean,Small,Coastal (Natural),Unknown,Unknown,68.783333,-114.766667
Lady Franklin Point, ,Canada,Northwest Passages; Arctic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,68.483333,-113.266667
Coppermine,Coronation; Kogluktok,Canada,Northwest Passages; Arctic Ocean,Very Small,River (Natural),Unknown,Unknown,67.8,-115.05
Oranjestad,Orange Baai; Orange Stad,Caribbean Netherlands,Caribbean Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,17.483333,-62.983333
Georgetown, ,Cayman Islands,Caribbean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,19.3,-81.383333
Cayman Brac, ,Cayman Islands,Caribbean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,19.75,-79.75
Puerto Williams, ,Chile,Drake Passage; South Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,-54.933333,-67.6
Puerto Sara, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-52.633333,-70.2
Rada Punta Arenas,Magallanes,Chile,South Pacific Ocean,Small,Open Roadstead,Unknown,Small,-53.166667,-70.9
Port San Juan De La Juan,Port Famine; Puerto Famine,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-53.633333,-70.916667
Bahia Harris,Harriss Bay,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-53.85,-70.45
Puerto Yartou,Port Yartou; Port Yartow,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-53.883333,-70.15
Caleta Mina Elena,Mina Elena,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-52.683333,-71.9
Puerto Natales, ,Chile,South Pacific Ocean,Very Small,Open Roadstead,Unknown,Unknown,-51.716667,-72.566667
Puerto Chacabuco, ,Chile,South Pacific Ocean,Very Small,River (Natural),Unknown,Unknown,-45.466667,-72.833333
Puerto Castro, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-42.483333,-73.766667
Puerto Quemchi, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-42.15,-73.483333
Puerto Montt, ,Chile,South Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,-41.483333,-72.966667
Puerto De Corral, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,-39.866667,-73.433333
Bahia De Valdivia, ,Chile,South Pacific Ocean,Small,River (Natural),Unknown,Small,-39.8,-73.25
Lota, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Small,-37.1,-73.15
Coronel, ,Chile,South Pacific Ocean,Small,Coastal (Natural),Unknown,Unknown,-37.033333,-73.166667
Bahia San Vicente, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Medium,-36.733333,-73.166667
Talcahuano, ,Chile,South Pacific Ocean,Small,Coastal (Natural),Unknown,Medium,-36.7,-73.1
Lirquen, ,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Medium,-36.716667,-72.983333
Penco,Tome,Chile,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-36.716667,-73
Puerto San Antonio, ,Chile,South Pacific Ocean,Small,Coastal (Breakwater),Unknown,Medium,-33.583333,-71.616667
Bahia De Valparaiso, ,Chile,South Pacific Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,-33.033333,-71.616667
